player_name,player_role,matches,innings,not_outs,runs,balls,fours,sixes,average,strike_rate
Prithvi Shaw,batsman,79,79,,1892,1283,,,23.94,147.46
David Warner (c),batsman,184,184,,6565,4697,,,40.52,139.77
Manish Pandey,batsman,171,159,,3850,3179,,,29.16,121.10
Rilee Rossouw,batsman,22,22,,473,308,,,23.65,153.57
Lalit Yadav,batsman,27,21,,305,290,,,19.06,105.17
Axar Patel,batsman,150,113,,1653,1263,,,21.46,130.87
Rovman Powell,batsman,27,22,,360,244,,,18.94,147.54
Abishek Porel †,batsman,18,16,,360,236,,,25.71,152.54
Kuldeep Yadav,batsman,84,33,,183,216,,,15.25,84.72
Anrich Nortje,batsman,46,15,,49,49,,,8.16,100.00
Mukesh Kumar,batsman,20,5,,10,18,,,10.00,55.55
