player_name,player_role,matches,innings,not_outs,runs,balls,fours,sixes,average,strike_rate
David Warner (c),batsman,184,184,,6565,4697,,,40.52,139.77
Prithvi Shaw,batsman,79,79,,1892,1283,,,23.94,147.46
Rilee Rossouw,batsman,22,22,,473,308,,,23.65,153.57
Phil Salt †,batsman,21,21,,653,372,,,34.36,175.53
"Axar Patel,",batsman,150,113,,1653,1263,,,21.46,130.87
"Aman Khan,",batsman,12,10,,115,104,,,12.77,110.57
"Yash Dhull,",batsman,4,3,,16,23,,,5.33,69.56
"Kuldeep Yadav,",batsman,84,33,,183,216,,,15.25,84.72
"Anrich Nortje,",batsman,46,15,,49,49,,,8.16,100.00
"Ishant Sharma,",batsman,110,28,,57,69,,,9.50,82.60
Khaleel Ahmed,batsman,57,5,,1,7,,,0.20,14.28
