player_name,player_role,matches,innings,not_outs,runs,balls,fours,sixes,average,strike_rate
David Warner (c),batsman,184,184,,6565,4697,,,40.52,139.77
Prithvi Shaw,batsman,79,79,,1892,1283,,,23.94,147.46
Mitchell Marsh,batsman,42,36,,665,521,,,19.55,127.63
Yash Dhull,batsman,4,3,,16,23,,,5.33,69.56
Manish Pandey,batsman,171,159,,3850,3179,,,29.16,121.10
Abishek Porel †,batsman,18,16,,360,236,,,25.71,152.54
Axar Patel,batsman,150,113,,1653,1263,,,21.46,130.87
Aman Khan,batsman,12,10,,115,104,,,12.77,110.57
Lalit Yadav,batsman,27,21,,305,290,,,19.06,105.17
Anrich Nortje,batsman,46,15,,49,49,,,8.16,100.00
Kuldeep Yadav,batsman,84,33,,183,216,,,15.25,84.72
