player_name,player_role,matches,innings,not_outs,runs,balls,fours,sixes,average,strike_rate
Ishan Kishan †,batsman,105,99,,2644,1946,,,28.43,135.86
Rohit Sharma (c),batsman,257,252,,6628,5054,,,29.72,131.14
Suryakumar Yadav,batsman,150,135,,3594,2473,,,32.08,145.32
Nehal Wadhera,batsman,20,16,,350,250,,,23.33,140.00
Tim David,batsman,38,35,,659,387,,,28.65,170.28
Cameron Green,batsman,29,28,,707,460,,,41.58,153.69
"Chris Jordan,",batsman,34,13,,81,77,,,8.10,105.19
"Piyush Chawla,",batsman,192,92,,624,563,,,11.14,110.83
"Jason Behrendorff,",batsman,17,2,,6,9,,,-,66.66
"Kumar Kartikeya,",batsman,12,2,,9,12,,,4.50,75.00
Akash Madhwal,batsman,13,1,,4,5,,,-,80.00
